"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-000000506,010-000000506,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NPGallery","NPGallery's goal is to manage metadata and related data files in a common framework multiple parks and programs can utilize to publish their resource information.  It contains digital photos, documents, audio, video; uses web services to promote resuse.","057 - Conservation, Marine and Land Management",0.562,0.323,0.8112,0.025,0,0.025,0,0.5606,0,0.5606,0.537,0,0.298,0,0.2506,0,0.2506,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002034,010-000002034,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - Contaminated Sites Program","The Contaminated Sites Program will use Decision Lens as a tool to support NPS executive prioritization of its contaminated sites, to address environmental and disposal liabilities (EDL) and reporting to DOI.  DOI requirement is to establish a method for prioritizing and ranking contaminated sites.  The complexity of the contaminated sites portfolio and the associated varying costs of the cleanup operations require a software tool to support the prioritization process.","057 - Conservation, Marine and Land Management",0.17,0.165,0.17,0,0,0,0,0,0,0,0.17,0,0.165,0,0.17,0,0.17,"	1",0.146,0.165,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000569,010-000000569,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR Planning, Environment and Public Comment System (PEPC)","The PEPC system is used by NPS to coordinate environmental compliance activities and public involvement in accordance with environmental laws and regulations.","057 - Conservation, Marine and Land Management",0.842,0.767,0.836,0,0,0.075,0,0,0,0,0.842,0,0.692,0,0.836,0,0.836,"	2",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002371,"00 - Agency Investments",,N/A,"04 - Procurement","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Commercial Services Management System","The Commercial Services Management System is a service-wide comprehensive, centralized information collection, analysis and reporting system for commercial service authorizations.  The investment will modernize commercial services to improve customer service, accountability and transparency. Future expansion will provide consolidated tracking and management of commercial use authorizations, contracts and leases.","143 - Goods and Services Acquisition",0,1.491492,1.975,0,0,1.491492,0,1.65,0,1.65,0,0,0,0,0.325,0,0.325,"	1",0,0,0,2020,New,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000573,010-000000573,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR STORET Water Quality Database","COTS water quality database systems (Aquatic Informatics  Aquarius and EarthSoft s EQuIS) for managing NPS water quality data and archiving those data in the EPA s STORET Data Warehouse.","057 - Conservation, Marine and Land Management",0.2845,0.29,0.291,0,0,0,0,0,0,0,0.2845,0,0.29,0,0.291,0,0.291,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000584,010-000000584,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Project Management Information System/Operations Formulation System (PMIS/OFS)","The PMIS is a Servicewide intranet application with the National Park Service (NPS) used to manage information about requests for project funding.","058 - Recreational Resource Management and Tourism",1.2675,1.431,1.508,0.2895,0,0.296,0,0.323,0,0.323,0.978,0,1.135,0,1.185,0,1.185,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000553,010-000000553,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - National Fee Collection Point of Sale (POS) System","POSS provides the ability to efficiently collect, account for, analyze, and report on fee revenue at park collection locations. POSS is a mixed life cycle investment with additional park units deployed as the business case warrants.","058 - Recreational Resource Management and Tourism",0.733755,0.821055,0.70732,0,0,0,0,0,0,0,0.733755,0,0.821055,0,0.70732,0,0.70732,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002024,010-000002024,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - W&I Common Learning Portal","Investment is to provide a single training resource for workforce to access all NPS learning and connect with communities of practice.","058 - Recreational Resource Management and Tourism",0.601,1.056,0.61,0.105,0,0.395,0,0.1,0,0.1,0.496,0,0.661,0,0.51,0,0.51,"	1",0.065,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000554,010-000000554,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NPS.gov","NPS.gov (formerly ParkNet) delivers comprehensive information about NPS parks and programs to a global Internet audience and makes NPS resources, research, museum collections, and libraries easily accessible.","058 - Recreational Resource Management and Tourism",2.418,2.428,2.439,0,0,0,0,0,0,0,2.418,0,2.428,0,2.439,0,2.439,"	1",0.344,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002022,010-000002022,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR National Center for Preservation Technology and Training","The publicly available NCPTT website publishes articles, videos, grant products, provides information on technical resources, training, conferences, and other resources on technology as it pertains to historic preservation.","017 - Cultural and Historic Preservation",0.3516,0.355,0,0.1808,0,0.1825,0,0,0,0,0.1708,0,0.1725,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002348,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Central Supply Inventory Management System (CSIMS)","Central Supply Inventory Management Systemis designed for requisitioning and tracking central supply items that can be economically obtained on a quantity basis (i.e. decals, badges, license plates, etc).","144 - Inventory Control",0,0,0.330148,0,0,0,0,0,0,0,0,0,0,0,0.330148,0,0.330148,"	4",0,0,0,2020,New,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000579,010-000000579,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - Lands Management Information System","The Management Information System - Master Deed Listing (MIS-MDL) Database System is used by the Land Resources Division (LRD) as an internal tracking system to monitor the various phases in land acquisition and realty management processes.","057 - Conservation, Marine and Land Management",0.057,0.03575,0.369,0.04,0,0,0,0.325,0,0.325,0.017,0,0.03575,0,0.044,0,0.044,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000576,010-000000576,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - DSC Electronic Technical Information Center","eTIC is an existing system that facilitates project collaboration by making the electronic records (maps, drawings, and documents) from past projects searchable and usable for ongoing projects and resource mgt via the NPS Intranet: http://etic.nps.gov..","057 - Conservation, Marine and Land Management",0.698,0.3768,0.71661,0.385,0,0,0,0.37851,0,0.37851,0.313,0,0.3768,0,0.3381,0,0.3381,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000480,010-000000480,"00 - Agency Investments",,N/A,"02 - Financial Management","	24","National Park Service","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Administrative Finance System (AFS)","AFS is used for financial tracking as well as budget planning, preparation and execution. AFS 3 has a Commitment Control Register and a Charge Card Log. AFS 3 provides a 5-year projection of budget shortfalls in terms of dollars and FTE.","058 - Recreational Resource Management and Tourism",1.043,1.269,1.19,0.189,0,0.229,0,0.195,0,0.195,0.854,0,1.04,0,0.995,0,0.995,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",,010-000002373,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR Cultural Resources Inventory System (CRIS)","The Cultural Resources Inventory System will manage status and information about archeological, landscape, classified structures, and ethnographic cultural resources.","058 - Recreational Resource Management and Tourism",0,0,0.54,0,0,0,0,0.39,0,0.39,0,0,0,0,0.15,0,0.15,"	3",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000490,010-000000490,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Commercial Services System","The NPS Commercial Services System (CSS) initiative is a service-wide effort to develop a comprehensive, centralized information collection, analysis and reporting system for the NPS Concessions Program and other Bureau within the DOI.","058 - Recreational Resource Management and Tourism",1.108,0.766,0,0.649,0,0.3,0,0,0,0,0.459,0,0.466,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000586,010-000000586,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - QABECS - Questions, Answers, Briefing, Effects & Capability Statements","QABECS is a Servicewide intranet application in NPS used to manage responses to Congressional and public inquiried. Statements provide DOI and Congress with the official position of the NPS on budgetary and policy matters.","058 - Recreational Resource Management and Tourism",0.12,0.1275,0.125,0.077,0,0.083,0,0.081,0,0.081,0.043,0,0.0445,0,0.044,0,0.044,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001628,010-000001628,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - DataForEVER","Information management system for various physical and biological monitoring programs and to conduct a wide variety of analyses used for resource management and research.","057 - Conservation, Marine and Land Management",0.136,0.1462,0.1466,0.1154,0,0.1254,0,0.1256,0,0.1256,0.0206,0,0.0208,0,0.021,0,0.021,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001896,010-000001896,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Permitting Systems","Interfaces with Recreation.gov to extend functionality to assign wilderness campsite to manage environmental impact and to manage commercial, research and other non-commercial permits.","058 - Recreational Resource Management and Tourism",0.29,0.05,0,0.21,0,0,0,0,0,0,0.08,0,0.05,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
